n;sel_swap;sel_comp;sel_time;ins_swap;ins_comp;ins_time;heap_swap;heap_comp;heap_time;quick_swap;quick_comp;quick_time
9700;9699;47040150;99251400;23366205;23375895;36666700;120094;227368;1414700;80593;151655;697100
9700;9699;47040150;99638400;23722876;23732562;37071300;119967;227345;1411200;82937;146161;702600
9700;9699;47040150;100638200;23758644;23768335;37651000;120075;227482;1435600;77724;147656;698700
9700;9699;47040150;102667000;23446115;23455804;38863400;119934;227283;1470800;76699;158728;698500
9700;9699;47040150;100724000;23624393;23634086;37390600;120104;227553;1431600;73961;153533;711000
9700;9699;47040150;101183600;23509050;23518743;37439600;120085;227489;1409500;89861;158262;730600
9700;9699;47040150;98912000;23587960;23597650;36843700;120077;227568;1411200;79145;148725;687900
9800;9799;48015100;102194100;23940152;23949943;37504300;121537;230149;1434700;79467;145256;709800
9800;9799;48015100;101001400;24268631;24278422;37723100;121410;230119;1424900;82690;146437;703700
9800;9799;48015100;101757400;24047993;24057781;37669500;121396;229967;1426800;79986;148735;714200
9800;9799;48015100;101498600;24074383;24084173;37418300;121344;230024;1425900;75665;157170;712800
9800;9799;48015100;102004900;23948726;23958516;37357400;121279;229946;1429000;82147;144638;704700
9800;9799;48015100;101103900;24125097;24134887;37510600;121266;230024;1423600;76971;147986;705200
9800;9799;48015100;101972900;24125939;24135730;37618800;121346;229947;1422100;92907;155934;716600
9800;9799;48015100;100904100;23902755;23912548;37343700;121402;230077;1429100;86626;149955;721000
9800;9799;48015100;101719700;23930852;23940639;37364900;121453;230087;1434600;84413;147981;704000
9800;9799;48015100;101081400;23915411;23925201;37205200;121360;229946;1424600;73476;156738;700100
9900;9899;49000050;104309100;24143909;24153801;37710900;122786;232668;1447100;74155;146333;723000
9900;9899;49000050;103205300;24548342;24558235;38153400;122813;232710;1445000;82362;146983;724200
9900;9899;49000050;103592700;24594957;24604844;38286900;122680;232577;1443900;78195;154288;713000
9900;9899;49000050;103243700;24448982;24458869;38188600;122703;232596;1447800;75513;153772;711800
9900;9899;49000050;103155000;24487427;24497312;38260300;122748;232661;1465800;79192;147774;719200
9900;9899;49000050;103652500;24394886;24404772;38290900;122867;232707;1451600;83164;151118;723400
9900;9899;49000050;103547900;24559063;24568955;38929900;122754;232737;1474600;80247;146580;717500
9900;9899;49000050;103259300;24522411;24532302;38520200;122758;232687;1442600;90207;156882;727600
9900;9899;49000050;124775300;24645079;24654966;38669100;122772;232592;1500000;88865;160299;909000
9900;9899;49000050;103679700;24440997;24450886;38054200;122885;232773;1445600;77345;149534;717900
10000;9999;49995000;105216400;24943045;24953037;38767700;124180;235279;1464500;91359;161743;723600
10000;9999;49995000;105954500;25126339;25136327;39166900;124200;235423;1461400;89703;156913;732000
10000;9999;49995000;107494200;24999245;25009240;54113500;124354;235542;1460400;91105;155592;736700
10000;9999;49995000;105515000;24658052;24668040;38440900;124187;235358;1469100;86914;153853;743400
10000;9999;49995000;105532400;24892786;24902774;39052000;124263;235453;1458300;81696;148820;726400
10000;9999;49995000;106882400;25009418;25019404;39744500;124221;235356;1479000;92465;161514;722300
10000;9999;49995000;105280000;25016566;25026556;39231200;124131;235314;1466000;83769;159739;727800
10000;9999;49995000;106705200;25061128;25071119;40156800;124261;235444;1636700;84253;158313;719400
10000;9999;49995000;106160300;25076031;25086021;39841000;124198;235305;1506900;74209;158600;714800
10000;9999;49995000;106104200;25023401;25033392;39241300;124104;235173;1457500;79213;145805;739100
