n;sel_swap;sel_comp;sel_time;ins_swap;ins_comp;ins_time;heap_swap;heap_comp;heap_time;quick_swap;quick_comp;quick_time
3400;3399;5778300;12168500;2859707;2863097;4475600;36948;69498;442900;25158;43445;222600
3400;3399;5778300;12186700;2882901;2886295;4529000;36944;69422;444700;20375;46499;217700
3400;3399;5778300;12104900;2901317;2904709;4568000;36958;69457;443200;24043;44383;224700
3500;3499;6123250;12853400;3041734;3045230;4760100;38211;71777;455100;27954;49455;230100
3500;3499;6123250;12857900;3011121;3014611;4731800;38244;71890;458200;24822;47834;235400
3500;3499;6123250;12848500;3048780;3052273;4772700;38143;71691;454000;25994;44618;232400
3500;3499;6123250;12988100;3004755;3008245;4762800;38266;71899;457700;27264;47411;248900
3500;3499;6123250;12915600;3117664;3121156;4877900;38123;71806;463800;23699;44255;236100
3500;3499;6123250;12912800;3096464;3099952;4846600;38145;71752;458700;25933;48897;243500
3500;3499;6123250;12892200;3009143;3012632;4751300;38178;71829;454800;25748;44705;231400
3500;3499;6123250;12896000;3037702;3041191;4757700;38213;71775;458000;23461;45865;231300
3500;3499;6123250;12918300;3042740;3046236;4762900;38211;71823;458000;25854;45637;231800
3500;3499;6123250;12849600;3078218;3081709;4840500;38171;71795;455300;28520;51218;234000
3600;3599;6478200;13584000;3251724;3255310;5096300;39435;74185;467600;24278;46022;238900
3600;3599;6478200;13629300;3268280;3271874;5112200;39421;74184;470600;25187;47383;234600
3600;3599;6478200;13638400;3147638;3151229;4956800;39465;74172;475000;26020;46959;240000
3600;3599;6478200;13657000;3281766;3285358;5131400;39387;74119;471700;28694;47915;239100
3600;3599;6478200;13659200;3274203;3277797;5139600;39364;74029;473600;25112;48526;239000
3600;3599;6478200;13613200;3268659;3272249;5117200;39392;74143;473300;25689;50406;234500
3600;3599;6478200;13755700;3249390;3252984;5084500;39435;74133;472900;29100;49467;242300
3600;3599;6478200;13654800;3280399;3283987;5177500;39390;74103;487900;29990;49104;247500
3600;3599;6478200;13943100;3270467;3274059;5332400;39324;74046;473500;25216;47608;238400
3600;3599;6478200;13580300;3259303;3262891;5087600;39414;74134;470700;27271;49067;237300
3700;3699;6843150;14337600;3435172;3438865;5360400;40673;76469;485400;25031;48179;242700
3700;3699;6843150;14436600;3412269;3415961;5384300;40660;76398;489000;29989;52066;246200
3700;3699;6843150;14413800;3373142;3376832;5366500;40625;76415;489200;28635;48675;244200
3700;3699;6843150;14404700;3409185;3412881;5343900;40612;76428;483600;26180;50787;246500
3700;3699;6843150;14334700;3432925;3436621;5429600;40614;76440;482800;25536;51550;243400
3700;3699;6843150;14435200;3359622;3363312;5255400;40661;76409;485400;32472;54216;245500
3700;3699;6843150;14390700;3374712;3378402;5285100;40641;76366;488900;25838;48437;239800
3700;3699;6843150;14347400;3376868;3380558;5271000;40549;76301;488300;32709;53130;246700
3700;3699;6843150;14465200;3425896;3429587;5368900;40601;76336;484300;24708;50173;246900
3700;3699;6843150;14322500;3391704;3395397;5296600;40639;76475;486900;25960;49597;244700
3800;3799;7218100;15195600;3601225;3605015;5636800;41854;78705;528200;26639;50420;255200
3800;3799;7218100;15190300;3620526;3624316;5650900;41811;78703;499100;28456;55238;256000
3800;3799;7218100;15229800;3645873;3649667;5704600;41876;78732;508200;26404;51449;258200
3800;3799;7218100;15184200;3604408;3608201;5625100;41937;78869;499000;26426;50969;259400
3800;3799;7218100;15190800;3595958;3599742;5657500;41901;78755;501500;28580;51524;254600
3800;3799;7218100;15174200;3640294;3644084;5690700;41931;78874;502300;33273;55580;256800
3800;3799;7218100;15144600;3609670;3613461;5669800;41795;78715;501600;27786;51596;256100
3800;3799;7218100;15130800;3589952;3593745;5603600;41819;78690;500000;28713;54356;249900
3800;3799;7218100;15242900;3586761;3590551;5662000;41860;78744;500300;28439;50052;254600
3800;3799;7218100;15233600;3606158;3609949;5628800;41809;78701;499500;30537;54427;250200
3900;3899;7603050;16122200;3763609;3767497;5973500;43108;81142;518700;25057;52059;263000
3900;3899;7603050;16015100;3812399;3816290;5968700;43152;81151;514400;26171;52762;258900
3900;3899;7603050;15929200;3750797;3754688;5864900;43116;81090;515000;28776;53678;264000
3900;3899;7603050;15962900;3800274;3804166;5939900;43159;81201;517500;32375;54432;259700
3900;3899;7603050;15955100;3849465;3853356;6012300;43070;81099;513900;29472;54349;258700
3900;3899;7603050;15930900;3754597;3758487;5900400;43134;81146;514000;32395;52309;262300
3900;3899;7603050;15986600;3791966;3795858;5990800;43057;81054;516300;25356;48706;265200
3900;3899;7603050;15972000;3830740;3834635;6010900;43079;81035;515700;30440;56230;260100
3900;3899;7603050;16056100;3820660;3824550;5968000;43123;81175;525300;28536;54615;265500
3900;3899;7603050;16009400;3827471;3831361;5971600;43078;81114;514700;27083;52289;258400
4000;3999;7998000;16810000;3944690;3948680;6186900;44347;83418;533700;26599;51138;265000
4000;3999;7998000;16890000;3989780;3993774;6239000;44389;83537;531100;27258;55859;263800
4000;3999;7998000;16788600;3945601;3949592;6176500;44332;83459;528400;31431;56792;265500
4000;3999;7998000;16867500;3993957;3997946;6425000;44302;83382;534000;28458;50330;267700
4000;3999;7998000;16831100;4015716;4019705;6316900;44281;83367;530600;32331;55411;265700
4000;3999;7998000;16880600;4023042;4027039;6287800;44355;83469;529800;29988;54794;265900
4000;3999;7998000;16896200;3970388;3974380;6228600;44409;83516;534600;29580;54162;272300
4000;3999;7998000;17079600;3992760;3996751;6238000;44241;83325;528500;30548;55913;274800
4000;3999;7998000;16772000;3992632;3996622;6231000;44283;83429;529700;31814;55457;267400
4000;3999;7998000;16795700;4011591;4015580;6257700;44394;83463;530800;27596;54118;264900
4100;4099;8402950;17619600;4229718;4233808;6617600;45489;85698;549200;31643;55185;274400
4100;4099;8402950;18000400;4216884;4220977;6633600;45577;85820;549800;36303;60786;278700
4100;4099;8402950;17684800;4220335;4224419;6607500;45534;85757;546000;29140;54964;274500
4100;4099;8402950;17721000;4155332;4159422;6525400;45597;85761;543700;31867;57042;275600
4100;4099;8402950;17720800;4223189;4227282;6596900;45478;85715;544700;31879;57177;289500
4100;4099;8402950;17645500;4191185;4195272;6538200;45532;85803;543500;28532;54084;273400
4100;4099;8402950;17611200;4148465;4152552;6470700;45578;85736;541800;30200;55269;277000
4100;4099;8402950;17608500;4258158;4262245;6682800;45579;85775;544400;33941;57212;274000
4100;4099;8402950;17701200;4166988;4171078;6570400;45589;85702;544600;31059;61110;279000
4100;4099;8402950;17709300;4154833;4158929;6492400;45568;85742;542400;29302;53898;276500
4200;4199;8817900;18611500;4432501;4436690;6975300;46754;88077;557500;29399;55425;279700
4200;4199;8817900;18661300;4399623;4403814;8094000;46878;88203;558400;28961;60584;310700
4200;4199;8817900;18508300;4434202;4438394;6917000;46899;88160;560100;32978;61516;305000
4200;4199;8817900;18514200;4407930;4412121;6874000;46847;88177;559900;33065;56566;283800
4200;4199;8817900;18887300;4402549;4406739;6907700;46804;88137;559800;29392;56336;279900
4200;4199;8817900;18579100;4345202;4349394;6783600;46879;88181;560800;32761;55529;280500
4200;4199;8817900;18591500;4399521;4403710;6999100;46882;88230;557700;33825;59478;283300
4200;4199;8817900;18625800;4370074;4374267;6850300;46863;88198;558100;32428;56069;281000
4200;4199;8817900;18537400;4389733;4393925;6873500;46842;88158;558600;31844;57471;282100
4200;4199;8817900;18483000;4417604;4421794;6893600;46845;88214;558400;29567;57756;281700
4300;4299;9242850;19392100;4562217;4566510;7115500;48148;90660;572400;31555;60954;291900
4300;4299;9242850;19548200;4608361;4612652;7230400;48160;90573;573400;28600;60683;284000
4300;4299;9242850;19524100;4586583;4590868;7153600;48162;90602;576300;37690;64477;295200
4300;4299;9242850;19474100;4684499;4688792;8326300;47988;90457;807300;34771;59267;296200
4300;4299;9242850;20092200;4605240;4609525;7214400;48153;90685;579400;31933;59321;289800
4300;4299;9242850;19572500;4546047;4550340;7145900;48234;90677;575100;29497;58302;288200
4300;4299;9242850;19557300;4562140;4566432;7226800;48179;90664;576700;30106;55497;286600
4300;4299;9242850;19563100;4698430;4702720;7655300;48157;90651;577000;36831;64100;297400
4300;4299;9242850;19701100;4611124;4615413;7447400;48035;90526;577400;32914;55990;296300
4300;4299;9242850;19645800;4640317;4644605;7436300;48046;90623;585200;31596;59679;301500
4400;4399;9677800;20657700;4823738;4828130;8835100;49261;92866;644700;32961;58816;300000
4400;4399;9677800;20770200;4746600;4750989;7663600;49475;93042;589900;33066;59310;294400
4400;4399;9677800;20510400;4866417;4870808;7773700;49286;92924;586800;35124;63266;297700
4400;4399;9677800;20773800;4812385;4816771;7573500;49480;93095;591400;35248;59403;295500
4400;4399;9677800;20502300;4881500;4885887;7875000;49361;92979;588500;31044;57852;295500
4400;4399;9677800;20481200;4783971;4788358;7610400;49428;93050;590300;31750;61349;297200
4400;4399;9677800;20481900;4702127;4706522;7482800;49418;93034;588200;29870;57064;294200
4400;4399;9677800;20427800;4907420;4911810;7755300;49387;92968;588200;41102;67123;301300
4400;4399;9677800;20342500;4786740;4791128;7534800;49389;92996;604100;32245;63575;294600
4400;4399;9677800;20575100;4808562;4812954;7595800;49385;93019;588200;34309;64036;300300
4500;4499;10122750;21389000;5129062;5133553;8049200;50617;95403;604300;36804;64430;306100
4500;4499;10122750;21370600;5085082;5089572;7940600;50707;95503;607700;33971;59399;304000
4500;4499;10122750;21421200;5002197;5006688;7801300;50742;95548;616800;36640;62067;306200
4500;4499;10122750;21377900;5100601;5105090;7966700;50632;95413;603500;36095;61158;311300
4500;4499;10122750;21243100;5030829;5035324;7841900;50638;95419;601900;34488;63119;302700
4500;4499;10122750;21269000;5077925;5082420;7923000;50738;95493;600700;35046;69138;307000
4500;4499;10122750;21314900;5087649;5092144;7968200;50594;95419;604200;33477;60197;306200
4500;4499;10122750;21514600;5091245;5095733;7997300;50640;95410;602100;33202;57820;307400
4500;4499;10122750;21379400;5015441;5019934;7854000;50672;95451;614000;34109;62609;308100
4500;4499;10122750;21260600;5087044;5091539;7962400;50699;95446;606500;38074;67810;308700
4600;4599;10577700;22210100;5245397;5249984;8177400;51918;97836;616800;33377;61962;304900
4600;4599;10577700;22153100;5302277;5306871;8348100;51876;97857;619100;41428;66380;316300
4600;4599;10577700;22314700;5337866;5342460;8340500;51975;97968;624400;32878;61051;308400
4600;4599;10577700;22331600;5331768;5336362;8328700;51873;97784;620100;37270;68104;315900
4600;4599;10577700;22452300;5266940;5271533;8327500;51921;97775;617400;38460;64577;318100
4600;4599;10577700;22369400;5330426;5335017;8474900;51877;97847;619000;35916;63385;323700
4600;4599;10577700;22271200;5337988;5342579;8368600;51967;97955;619700;33751;62527;310700
4600;4599;10577700;22377000;5296024;5300612;8491100;51867;97817;619900;33617;61920;317100
4600;4599;10577700;22635400;5255232;5259824;8400700;51927;97829;619000;33691;67871;308100
4600;4599;10577700;22944600;5335066;5339653;8317800;51947;97924;620200;37556;64691;324900
4700;4699;11042650;23279700;5554763;5559458;8656200;53190;100283;636100;34728;62741;323300
4700;4699;11042650;23139100;5562910;5567601;8681700;53195;100230;632600;35217;63947;316000
4700;4699;11042650;23146200;5537684;5542377;8629600;53263;100357;632400;35376;62722;319100
4700;4699;11042650;23606200;5461323;5466019;8540600;53150;100169;632000;34271;62182;324100
4700;4699;11042650;23380500;5526309;5530996;8672200;53248;100310;634900;34150;63444;318900
4700;4699;11042650;23223000;5471084;5475772;8628100;53253;100387;632500;35414;64321;318300
4700;4699;11042650;23512200;5582388;5587079;8723300;53179;100263;631500;35806;63095;318900
4700;4699;11042650;23230800;5537061;5541754;8630300;53140;100183;631000;35725;61612;319600
4700;4699;11042650;23175500;5555725;5560409;8662100;53180;100302;631400;36204;70116;317000
4700;4699;11042650;23273700;5479649;5484336;8696900;53230;100242;632700;30139;66698;332100
4800;4799;11517600;24260800;5879906;5884689;9260100;54483;102695;646400;34831;66530;330500
4800;4799;11517600;25222400;5707895;5712686;8926400;54562;102795;657800;36369;66062;325900
4800;4799;11517600;24299600;5761423;5766216;9025000;54494;102794;644300;39930;70224;330000
4800;4799;11517600;24242100;5748423;5753211;8969300;54596;102834;647700;32975;68940;324800
4800;4799;11517600;24232100;5718397;5723190;8953300;54500;102774;649300;33775;64590;322100
4800;4799;11517600;24451900;5763194;5767989;9328200;54499;102735;660600;39461;66245;333000
4800;4799;11517600;24677200;5766705;5771495;9130400;54542;102827;646500;43235;72465;335500
4800;4799;11517600;24835600;5794893;5799682;9084200;54518;102728;662900;33861;69922;321400
4800;4799;11517600;24286000;5754458;5759251;9211600;54475;102754;651600;38844;67489;327300
4800;4799;11517600;24392000;5756849;5761644;9046400;54452;102708;644400;40623;68696;325900
4900;4899;12002550;25781400;5976759;5981650;9654000;55840;105212;659900;35114;70085;334400
4900;4899;12002550;25758500;6094603;6099496;9813300;55790;105270;663200;34159;70088;333700
4900;4899;12002550;25794000;5945813;5950705;9316500;55786;105153;745400;38001;66002;333000
4900;4899;12002550;25217100;5969622;5974514;9331300;55837;105297;668100;34403;67948;321900
4900;4899;12002550;25409800;5942367;5947256;9373300;55798;105267;674900;37261;64939;347100
4900;4899;12002550;25900600;6040994;6045890;9519000;55783;105217;676000;33237;68195;330600
4900;4899;12002550;25661700;5965019;5969908;9351700;55826;105163;663400;39526;70155;334600
4900;4899;12002550;25360700;6135715;6140611;9637000;55906;105323;668100;36104;68225;327900
4900;4899;12002550;25213600;6025693;6030586;9402500;55806;105279;666900;35904;71695;359700
4900;4899;12002550;25240200;5951767;5956665;9291700;55858;105210;660700;39351;71392;335200
5000;4999;12497500;26531600;6255192;6260184;9834900;57111;107647;680800;40908;70607;373400
5000;4999;12497500;26428600;6168681;6173673;9732400;57160;107704;677400;39806;72305;336400
5000;4999;12497500;26419200;6274420;6279411;9822800;57231;107748;692000;36905;70529;343200
5000;4999;12497500;26408500;6164169;6169160;9634900;57106;107638;679800;36899;70948;350700
5000;4999;12497500;26277000;6222214;6227206;9752300;57099;107722;679000;37284;66874;350100
5000;4999;12497500;26481500;6245000;6249991;9964300;57047;107651;693200;41345;77198;348900
5000;4999;12497500;26460100;6212019;6217011;9745600;57140;107756;675700;39171;74094;356700
5000;4999;12497500;26835400;6255256;6260247;9832600;57135;107739;690900;42972;72138;347000
5000;4999;12497500;26261700;6261418;6266410;9813100;57127;107644;676100;43364;73966;352400
5000;4999;12497500;26306800;6387115;6392108;10134000;57002;107562;681100;37148;68479;334700
5100;5099;13002450;27716500;6579242;6584332;10338400;58273;110051;706800;41022;74390;354900
5100;5099;13002450;27474500;6440523;6445611;10088900;58476;110192;694100;38045;69850;352400
5100;5099;13002450;27329400;6578137;6583230;10260700;58334;110099;691000;40601;70673;350300
5100;5099;13002450;27277600;6515503;6520594;10149800;58328;110028;690300;36395;70499;345300
5100;5099;13002450;27310800;6458160;6463246;10139700;58345;110064;693400;35225;69449;346800
5100;5099;13002450;27513800;6454160;6459249;10135800;58397;110166;713600;41355;72408;353600
5100;5099;13002450;27461900;6447684;6452778;10271700;58387;110123;691800;42842;79830;355100
5100;5099;13002450;27347800;6387781;6392866;9990600;58506;110173;693700;36163;76419;344100
5100;5099;13002450;27349500;6718654;6723745;10840000;58211;109959;690100;37313;71998;350900
5100;5099;13002450;27359000;6477345;6482437;10161500;58390;110103;694400;39415;70173;349000
5200;5199;13517400;28603500;6763596;6768789;10666600;59775;112711;709000;42987;71461;359700
5200;5199;13517400;28512000;6750473;6755658;10537900;59738;112698;709800;39395;70135;359500
5200;5199;13517400;28383400;6772459;6777654;10572800;59782;112626;709000;38009;75116;346200
5200;5199;13517400;28496500;6774579;6779773;10629700;59690;112540;710900;43340;74251;356800
5200;5199;13517400;28595900;6802588;6807779;10792600;59739;112647;710100;38150;70880;360700
5200;5199;13517400;28615200;6740413;6745604;10581000;59714;112617;706900;40667;72988;353700
5200;5199;13517400;28480400;6663430;6668618;10507600;59645;112641;714500;38912;73452;359800
5200;5199;13517400;28623000;6871995;6877187;10726500;59658;112578;704500;42423;72336;364400
5200;5199;13517400;28400500;6793335;6798525;10676200;59632;112589;710300;41120;76127;353900
5200;5199;13517400;28487900;6763185;6768376;10761300;59682;112570;706300;40683;74441;353400
5300;5299;14042350;29585000;6967980;6973269;10982900;60979;115085;722400;41946;82675;379800
5300;5299;14042350;29631700;7022143;7027436;10990000;61008;115038;726800;36578;74134;358000
5300;5299;14042350;29502800;6974098;6979389;10902200;61019;115102;722400;42019;74801;362500
5300;5299;14042350;29788100;6847890;6853182;10887600;61031;115106;724600;45712;78098;378500
5300;5299;14042350;30250800;7013417;7018705;11017600;60946;114990;725200;42289;72546;361600
5300;5299;14042350;29599800;7051495;7056787;11094300;61024;115124;723100;39741;75797;365400
5300;5299;14042350;29700300;7063542;7068830;11043200;61039;115155;723500;37664;76000;364600
5300;5299;14042350;29539000;7006767;7012060;10916800;61018;115124;719100;48082;79250;370400
5300;5299;14042350;29617200;7148366;7153658;11187000;60961;115048;737800;41746;74364;369300
5300;5299;14042350;29570700;7064011;7069302;11051300;61044;115144;731200;44868;74199;365700
5400;5399;14577300;31070300;7318100;7323487;11456900;62193;117387;734900;40942;74649;369700
5400;5399;14577300;30571300;7298369;7303758;11377500;62298;117565;737100;42073;74251;370800
5400;5399;14577300;30714700;7357945;7363338;11512500;62318;117607;736300;39785;72279;373400
5400;5399;14577300;30733000;7257472;7262864;11462300;62343;117604;744600;44441;82298;371700
5400;5399;14577300;31620700;7351631;7357024;11658900;62386;117665;743400;45073;77732;374300
5400;5399;14577300;30878100;7306936;7312321;11407600;62267;117575;737100;40867;90040;376900
5400;5399;14577300;30610600;7284192;7289588;11368400;62275;117559;742700;52441;92282;381900
5400;5399;14577300;30811100;7195129;7200516;11335800;62278;117479;741500;38832;72253;383400
5400;5399;14577300;31014400;7305170;7310558;11515600;62345;117629;748300;41537;75752;368400
5400;5399;14577300;31038700;7387085;7392479;12798700;62266;117562;740700;40226;73187;371600
5500;5499;15122250;31882200;7615259;7620749;11880000;63544;119996;754000;42301;79451;385700
5500;5499;15122250;32033600;7544498;7549987;11887100;63579;119967;764300;40585;81012;376300
5500;5499;15122250;32019900;7590870;7596360;11981700;63621;120066;757000;43107;80113;386100
5500;5499;15122250;32094900;7611865;7617362;11907400;63512;119936;751000;39957;79702;387900
5500;5499;15122250;31884700;7516777;7522266;11753400;63608;120002;753000;38920;76667;373200
5500;5499;15122250;31790300;7512283;7517772;11797400;63574;119972;755400;42553;79549;380100
5500;5499;15122250;32705700;7490520;7496013;12193300;63763;120069;785300;43565;83349;383500
5500;5499;15122250;32212300;7599186;7604676;12035700;63641;120079;754400;44311;78993;378500
5500;5499;15122250;32050200;7618438;7623931;12027400;63579;120025;757300;41437;77691;377900
5500;5499;15122250;32048800;7520858;7526344;11907900;63581;120054;756000;44277;76809;381400
5600;5599;15677200;33978800;7894548;7900136;13128300;64891;122555;767100;44696;79842;387000
5600;5599;15677200;33304200;7814191;7819785;12328800;64950;122508;766100;44444;80960;385500
5600;5599;15677200;33053600;7904651;7910236;12369700;64882;122522;767900;45196;81448;382100
5600;5599;15677200;33091100;7835153;7840744;12289600;64876;122470;768500;45530;83299;385700
5600;5599;15677200;38801100;7850288;7855877;12527700;64963;122534;769800;41496;84624;388500
5600;5599;15677200;33306900;7854458;7860054;12585500;64897;122580;766200;42385;84267;386900
5600;5599;15677200;33247400;7805915;7811507;12189400;64916;122474;766700;42489;76951;389700
5600;5599;15677200;32912600;7822953;7828546;12235200;65030;122661;781400;42744;81895;387500
5600;5599;15677200;33084500;7794411;7799999;12221900;64936;122556;771400;42857;81420;382800
5600;5599;15677200;33154400;7840384;7845976;12273000;64903;122491;768300;47575;82457;392600
5700;5699;16242150;34107700;8212141;8217831;12907200;66160;124968;781800;48955;85952;398000
5700;5699;16242150;34155100;8199670;8205362;12987500;66191;125032;782200;46798;80073;407700
5700;5699;16242150;34337400;8087102;8092795;12685800;66203;124946;784200;43032;78298;391000
5700;5699;16242150;34243100;8108635;8114325;12625800;66212;125033;780600;44981;81915;394300
5700;5699;16242150;34057300;8091174;8096867;12596100;66199;125009;784100;45400;81719;390500
5700;5699;16242150;34150300;8269450;8275140;12980100;66137;124978;782100;45307;88526;390200
5700;5699;16242150;34413400;8159289;8164985;12862400;66224;125044;783600;42105;79732;400400
5700;5699;16242150;34332300;8118528;8124215;12675800;66253;125038;784500;49518;89213;390100
5700;5699;16242150;34115200;8009463;8015153;12470300;66328;125072;785500;56377;94387;405100
5700;5699;16242150;34590800;8055329;8061026;12850300;66302;125064;782900;45320;82534;397100
5800;5799;16817100;35416700;8446554;8452348;13296500;67465;127415;797400;41142;85318;399800
5800;5799;16817100;35493600;8473324;8479117;13241300;67507;127506;799700;43132;89526;398500
5800;5799;16817100;35319800;8487803;8493593;13221000;67534;127505;800500;40453;79303;393000
5800;5799;16817100;35380200;8213808;8219596;12928200;67615;127478;796100;41414;81005;411000
5800;5799;16817100;35546500;8383116;8388904;13194200;67479;127398;804000;55232;84066;406300
5800;5799;16817100;35420700;8367475;8373267;13032100;67566;127534;799600;49528;85730;410300
5800;5799;16817100;35300100;8331163;8336953;13024100;67506;127458;798600;43098;81548;397700
5800;5799;16817100;35580100;8411739;8417527;13369700;67590;127489;799700;51796;88013;407700
5800;5799;16817100;35476900;8425209;8431002;13229500;67592;127552;805400;50613;87726;408900
5800;5799;16817100;35462700;8324233;8330022;12989700;67590;127547;797900;42328;80658;396200
5900;5899;17402050;36491300;8658718;8664606;13486300;68899;129999;813200;46527;84544;406100
5900;5899;17402050;36580400;8766469;8772358;13752900;68784;129973;814800;42160;83464;401700
5900;5899;17402050;36959000;8664513;8670398;13573100;68858;130011;811400;49594;92440;413700
5900;5899;17402050;36679000;8793996;8799887;13687400;68917;130024;813700;44375;83580;407800
5900;5899;17402050;36544500;8661961;8667850;13501200;68842;129924;815000;48528;83347;409900
5900;5899;17402050;36676400;8656938;8662831;13578000;68855;130079;813700;47962;86427;407700
5900;5899;17402050;36738300;8851774;8857667;13917100;68687;129923;814400;42395;80440;406700
5900;5899;17402050;37090100;8626937;8632830;13478700;68778;129945;815900;39622;85469;394400
5900;5899;17402050;36607200;8726616;8732505;13599700;68861;129980;814900;44738;88817;403500
5900;5899;17402050;36617200;8662125;8668019;13622100;68760;129958;819100;45721;84417;408200
6000;5999;17997000;37995600;8983761;8989751;14184400;70094;132394;833500;52300;96594;428100
6000;5999;17997000;37901700;9061015;9067008;14103700;70174;132474;828600;46037;82896;414800
6000;5999;17997000;37859100;8936724;8942715;13912100;70289;132730;829500;52307;88092;417600
6000;5999;17997000;37932100;9081971;9087963;14236000;70070;132420;828900;42701;84284;408200
6000;5999;17997000;37965100;9050219;9056210;14247800;70084;132395;842000;42878;81902;485600
6000;5999;17997000;38055100;9185834;9191828;14318200;70237;132596;832200;47820;90330;422100
6000;5999;17997000;37791500;8947586;8953579;14140600;70103;132423;829400;47553;86689;414500
6000;5999;17997000;38232000;9025833;9031827;14134800;70194;132539;833900;45388;83258;424100
6000;5999;17997000;38063500;8872264;8878250;13935100;70231;132513;830800;50654;90814;424400
6000;5999;17997000;37872500;8898800;8904788;13881900;70131;132450;830100;46175;86504;408800
6100;6099;18601950;39105500;9309533;9315621;14518200;71470;134976;843900;45646;84593;420900
6100;6099;18601950;39380800;9303658;9309751;14649100;71411;134944;847100;52778;92343;430100
6100;6099;18601950;39528600;9140111;9146205;14267400;71396;134887;848300;51942;97876;440100
6100;6099;18601950;39091900;9196862;9202950;14340300;71463;135013;847800;47889;86577;423300
6100;6099;18601950;39447800;9319410;9325501;14525800;71387;134889;846200;45739;91096;424300
6100;6099;18601950;39316100;9247196;9253286;14499800;71511;134988;849500;51175;98829;429900
6100;6099;18601950;39342400;9421126;9427219;14790400;71401;134981;850100;49702;85174;436400
6100;6099;18601950;39153400;9362887;9368974;14607800;71318;134902;847500;50164;91179;418300
6100;6099;18601950;39101800;9343264;9349359;14640000;71451;134861;852000;44738;86243;431300
6100;6099;18601950;39239600;9262667;9268760;14709600;71500;134987;845000;48995;87107;428300
6200;6199;19216900;40370100;9599047;9605233;14948800;72946;137627;861400;46642;92720;433700
6200;6199;19216900;40485200;9628459;9634652;15053700;72744;137524;861300;52637;90068;586300
6200;6199;19216900;40691200;9457246;9463436;14793300;72803;137429;873600;51741;90057;446900
6200;6199;19216900;40642100;9605303;9611493;15006000;72848;137570;859500;47023;90405;441700
6200;6199;19216900;40298700;9757234;9763424;15215800;72769;137445;858800;46466;88247;427400
6200;6199;19216900;40677900;9656351;9662539;15190800;72658;137357;857300;50590;91354;437500
6200;6199;19216900;40747400;9626554;9632744;15205500;72695;137370;872300;49558;92955;433200
6200;6199;19216900;40406700;9590913;9597106;14929100;72830;137569;864500;48997;88080;429600
6200;6199;19216900;40440600;9601004;9607197;14985200;72913;137582;868400;56551;92664;438700
6200;6199;19216900;40618000;9603695;9609888;15067800;72764;137400;859300;49893;91014;426500
6300;6299;19841850;42638600;9921203;9927488;15645600;74078;139917;883300;53739;95790;436500
6300;6299;19841850;41924000;9805441;9811731;15349300;74106;139865;877500;49211;91107;437300
6300;6299;19841850;42533900;9839213;9845501;15631600;74210;140127;911700;51664;99550;448200
6300;6299;19841850;42717200;10006220;10012508;15687100;74047;139860;950500;48472;87778;443400
6300;6299;19841850;41944500;10013523;10019820;15627300;74054;139913;878600;53653;95350;436500
6300;6299;19841850;42026300;9960636;9966925;15666600;74047;140022;890600;61523;100288;465900
6300;6299;19841850;42405400;9963775;9970066;15895800;74010;139829;918800;46450;90677;439000
6300;6299;19841850;42645400;9959781;9966075;15672700;74062;139974;877500;49978;88853;439200
6300;6299;19841850;41845600;9827981;9834272;15341000;74146;140003;892700;47105;93081;432600
6300;6299;19841850;42419700;9793060;9799347;15850100;74079;139873;879500;53041;96988;459900
6400;6399;20476800;44049700;10246846;10253241;16226300;75443;142457;896300;54870;93254;445400
6400;6399;20476800;43242800;10324576;10330963;16137700;75335;142371;889100;49659;94010;449300
6400;6399;20476800;44944500;10185271;10191663;18134300;75508;142600;900200;52137;100132;459100
6400;6399;20476800;44703900;10263982;10270374;16256800;75403;142502;890400;53027;98165;447600
6400;6399;20476800;43396300;10296825;10303219;16088300;75316;142424;1029700;50669;94719;559300
6400;6399;20476800;43513100;10158480;10164869;16274300;75355;142419;1044400;49303;91881;457100
6400;6399;20476800;44661400;10162947;10169337;16234100;75508;142583;896300;53373;94660;446900
6400;6399;20476800;43376600;10208522;10214914;16139800;75419;142517;895400;58693;103125;455900
6400;6399;20476800;43207600;10169800;10176189;16821800;75427;142583;894400;47119;86439;458700
6400;6399;20476800;43679900;10232524;10238918;16191100;75445;142479;890900;51921;93031;448800
6500;6499;21121750;44926500;10554764;10561255;16592100;76735;144899;915800;48253;93796;466100
6500;6499;21121750;44415600;10565791;10572285;16600700;76710;145003;910000;51450;90316;457000
6500;6499;21121750;44664400;10513147;10519640;16697100;76712;144996;909100;48950;91662;450400
6500;6499;21121750;44405200;10505442;10511934;16371900;76639;144897;902600;52855;101790;480500
6500;6499;21121750;44629900;10710595;10717084;16745600;76658;144858;904500;62374;99806;455400
6500;6499;21121750;44616300;10446616;10453111;16376300;76775;145007;921800;53356;92126;462400
6500;6499;21121750;44471200;10691157;10697645;16678500;76664;144821;908500;49966;94288;449000
6500;6499;21121750;44481100;10474576;10481068;16426700;76685;144905;906100;59513;96246;453100
6500;6499;21121750;44659600;10474629;10481120;16441000;76668;144814;905000;51700;90815;459100
6500;6499;21121750;44673100;10409412;10415902;16295900;76707;144985;908300;51234;94213;449200
6600;6599;21776700;46029900;10766850;10773442;16825700;78167;147622;929900;52887;98587;456900
6600;6599;21776700;46175600;10847832;10854426;16982500;78135;147519;925900;49144;92100;487900
6600;6599;21776700;45856800;10855297;10861892;16914600;78114;147537;922600;49343;92645;457300
